Student_ID,First_Name,Last_Name,Gender,Date_of_Birth,Admission_Date,Class_Section,Class_Level,Religion,Tribe,State_of_Origin,Parent_Name,Parent_Occupation,Parent_Income,Academic_Performance,Attendance_Rate,Special_Needs
57049,Saeedah,Sadiq,Male,1988-05-13,2020-03-13,A,SS2,Islam,Hausa,Kano,Fatimah Sadiq,Solicitor Scotland,70670,30,65.52372039,Yes
85341,Saiduwa,Abdullahi,Female,2000-01-04,2019-07-01,C,SS1,Islam,Hausa,Kaduna,Umar Abdullahi,Event organiser,288526,85,83.75734254,No
48780,Auwal,Ishaq,Female,1986-02-09,2020-09-13,D,SS1,Islam,Hausa,Kaduna,Abdullahi Ishaq,Set designer,427019,45,49.5270284,No
48696,Sadiq,Yau,Female,2006-05-04,2017-01-11,D,SS2,Islam,Hausa,Kano,Fatimah Yau,Dietitian,359841,80,10.17925831,Yes
12875,Said,Adamu,Female,2004-01-19,2019-02-19,C,SS3,Islam,Hausa,Bauchi,Amina Adamu,Minerals surveyor,336850,80,33.26171919,Yes
96275,Abubakar,Saidiya,Female,1994-07-07,2016-08-25,A,SS3,Islam,Hausa,Kaduna,Abdullahi Saidiya,Designer interior/spatial,202144,24,64.65323573,No
61879,Hadiza,Abdullahi,Male,2008-11-04,2016-11-22,D,SS1,Islam,Hausa,Bauchi,Umar Abdullahi,Chiropodist,332482,71,24.61654712,Yes
45976,Salma,Abdullahi,Female,2004-04-08,2020-04-16,A,SS2,Islam,Hausa,Katsina,Umar Abdullahi,Diagnostic radiographer,446243,47,99.94052756,Yes
11061,Salim,Asmau,Male,1985-01-16,2018-10-09,B,SS1,Islam,Hausa,Bauchi,Abdullahi Asmau,Water engineer,289304,46,30.88002324,No
99889,Ali,Saidiya,Female,1985-01-12,2019-06-28,C,SS3,Islam,Hausa,Kaduna,Abdullahi Saidiya,Equities trader,73337,99,92.1216504,Yes
16428,Aisha,Aliyu,Female,1995-02-05,2019-11-02,D,SS2,Islam,Hausa,Katsina,Amina Aliyu,Designer blown glass/stained glass,199152,98,76.82492338,Yes
89482,Jamila,Muhammad,Female,2004-12-06,2017-05-27,C,SS1,Islam,Hausa,Kaduna,Fatimah Muhammad,Sound technician broadcasting/film/video,224381,33,35.01424618,Yes
75107,Aminu,Ishaq,Female,1988-03-27,2018-02-24,B,SS3,Islam,Hausa,Katsina,Abdullahi Ishaq,Travel agency manager,59392,49,80.7714724,No
47512,Saeed,Halima,Male,2006-11-11,2017-10-06,C,SS3,Islam,Hausa,Bauchi,Abdullahi Halima,Photographer,263561,89,83.05507552,No
40162,Auwal,Musa,Female,2001-04-01,2020-04-21,C,SS3,Islam,Hausa,Katsina,Fatimah Musa,Engineer electrical,358973,74,72.76372592,Yes
89569,Latifa,Umar,Male,2009-12-06,2016-05-18,D,SS1,Islam,Hausa,Kaduna,Abdullahi Umar,Health promotion specialist,378750,45,80.45290014,No
56179,Salim,Sadiq,Female,1986-08-27,2019-12-06,B,SS2,Islam,Hausa,Sokoto,Umar Sadiq,Artist,465151,20,72.43640491,Yes
38705,Musa,Abdullahi,Female,1987-04-13,2016-03-24,D,SS3,Islam,Hausa,Kaduna,Amina Abdullahi,Oncologist,82924,7,83.9823438,No
93442,Saeed,Usman,Female,1999-08-07,2016-08-15,A,SS2,Islam,Hausa,Katsina,Amina Usman,Housing manager/officer,298783,48,16.78102167,Yes
34920,Khadija,Salisu,Male,1990-12-01,2019-12-06,B,SS3,Islam,Hausa,Kaduna,Amina Salisu,Newspaper journalist,484924,51,75.22112652,No
91381,Salma,Abdullahi,Male,1993-10-11,2019-03-30,C,SS1,Islam,Hausa,Kano,Amina Abdullahi,Scientist research (maths),268756,11,20.04814399,No
42850,Abdulsalam,Adamu,Female,2001-12-30,2018-12-03,C,SS3,Islam,Hausa,Katsina,Umar Adamu,Pharmacist community,293030,6,52.43283797,No
98835,Halima,Kabiru,Female,2009-10-30,2019-05-25,A,SS3,Islam,Hausa,Sokoto,Abdullahi Kabiru,Publishing copy,369165,9,87.40291546,Yes
96400,Saeedah,Amina,Male,2004-12-07,2017-08-26,C,SS2,Islam,Hausa,Katsina,Umar Amina,Psychotherapist,349839,54,10.50223451,No
99241,Suleiman,Yakubu,Male,2008-09-29,2019-05-17,D,SS3,Islam,Hausa,Bauchi,Umar Yakubu,IT technical support officer,171081,64,67.06159177,No
27927,Aminu,Saidatu,Female,1994-10-26,2016-04-27,B,SS1,Islam,Hausa,Kano,Fatimah Saidatu,Copy,215244,74,95.84633423,No
92345,Hadiza,Malam,Female,2010-05-29,2016-02-03,A,SS3,Islam,Hausa,Kano,Amina Malam,Hydrologist,487676,75,34.39713761,Yes
22735,Bashir,Halima,Male,1997-12-05,2018-02-17,A,SS2,Islam,Hausa,Kano,Umar Halima,Academic librarian,359798,3,29.96145994,No
92242,Halima,Salisu,Female,2007-12-12,2016-12-22,C,SS2,Islam,Hausa,Kaduna,Umar Salisu,Cabin crew,166863,84,20.25080026,Yes
94717,Halima,Ishaq,Male,1989-07-26,2017-02-28,C,SS3,Islam,Hausa,Sokoto,Fatimah Ishaq,Food technologist,285547,4,89.47253725,No
15167,Musa,Ahmed,Female,1983-09-23,2018-10-13,A,SS3,Islam,Hausa,Katsina,Amina Ahmed,Surveyor commercial/residential,188779,52,57.4933544,No
50492,Aisha,Umar,Female,2006-06-14,2019-12-13,D,SS1,Islam,Hausa,Sokoto,Amina Umar,Insurance underwriter,207434,75,87.73277006,No
67779,Said,Saadatu,Male,1995-11-08,2020-02-15,D,SS1,Islam,Hausa,Kaduna,Umar Saadatu,Engineer manufacturing,391864,56,78.27611254,Yes
14373,Saidiya,Saidatu,Male,1995-03-10,2019-12-04,B,SS1,Islam,Hausa,Kaduna,Fatimah Saidatu,Video editor,496779,72,92.90247198,Yes
85965,Jamila,Aliyu,Female,2007-08-25,2016-07-31,C,SS3,Islam,Hausa,Katsina,Abdullahi Aliyu,Therapist music,70295,9,19.26605339,No
57823,Aisha,Saadatu,Male,1987-08-02,2016-09-13,A,SS1,Islam,Hausa,Bauchi,Fatimah Saadatu,Broadcast engineer,478205,11,68.5442247,No
27224,Sadiq,Fatima,Female,1991-07-13,2020-08-30,C,SS3,Islam,Hausa,Katsina,Umar Fatima,Barristers clerk,170309,71,32.73379735,No
21813,Bashir,Ishaq,Male,1984-05-05,2018-01-22,C,SS2,Islam,Hausa,Kaduna,Abdullahi Ishaq,Paediatric nurse,400450,51,79.51589169,No
48680,Saidun,Usman,Male,1999-07-07,2019-09-21,D,SS1,Islam,Hausa,Bauchi,Umar Usman,Counselling psychologist,353858,93,92.89072637,Yes
52823,Saeed,Garba,Male,2007-01-16,2017-03-11,C,SS1,Islam,Hausa,Bauchi,Abdullahi Garba,Cytogeneticist,183243,58,69.23527995,Yes
64460,Bilal,Adamu,Male,1997-11-20,2020-01-02,B,SS2,Islam,Hausa,Bauchi,Fatimah Adamu,Quarry manager,256995,63,91.11272563,No
33021,Jamila,Danjuma,Female,2002-01-08,2018-05-17,D,SS1,Islam,Hausa,Kaduna,Fatimah Danjuma,Designer multimedia,189128,35,68.86440513,Yes
36318,Saidu,Bello,Female,1993-01-10,2017-05-16,D,SS2,Islam,Hausa,Sokoto,Fatimah Bello,Financial manager,52246,7,18.38382587,Yes
27322,Halima,Malam,Male,2001-06-19,2017-06-14,C,SS3,Islam,Hausa,Sokoto,Amina Malam,Nurse adult,328262,91,10.13254283,No
80701,Mariya,Yakubu,Female,2006-09-19,2016-02-26,D,SS1,Islam,Hausa,Bauchi,Abdullahi Yakubu,Designer jewellery,170177,32,94.55341481,Yes
57953,Auwal,Sani,Female,1999-09-04,2016-11-08,B,SS3,Islam,Hausa,Sokoto,Abdullahi Sani,Personnel officer,71256,63,79.72396034,Yes
79579,Aminu,Abdullahi,Female,1989-06-16,2017-07-04,A,SS3,Islam,Hausa,Katsina,Amina Abdullahi,Nurse adult,166287,66,20.29938789,Yes
75771,Hadiza,Adamu,Female,2002-04-13,2018-07-02,B,SS2,Islam,Hausa,Bauchi,Fatimah Adamu,Therapist art,480706,36,14.89592928,No
45720,Aminat,Amina,Female,1989-05-08,2017-01-20,D,SS1,Islam,Hausa,Sokoto,Fatimah Amina,Engineer biomedical,285536,90,63.91693613,No
31567,Khadija,Bello,Female,2001-06-30,2020-07-19,B,SS3,Islam,Hausa,Bauchi,Umar Bello,Fish farm manager,175294,89,24.04683282,Yes
43681,Saidiya,Yau,Male,1994-10-30,2019-04-29,D,SS3,Islam,Hausa,Kano,Umar Yau,Maintenance engineer,258131,18,66.7729686,Yes
73156,Saad,Mariya,Female,1994-01-05,2017-06-07,C,SS1,Islam,Hausa,Kano,Fatimah Mariya,Building services engineer,51179,93,13.82781565,Yes
48684,Bilal,Aliyu,Male,2007-12-02,2016-08-29,D,SS2,Islam,Hausa,Bauchi,Abdullahi Aliyu,Equities trader,275449,29,89.18519515,No
54396,Salma,Garba,Female,1998-12-09,2016-02-04,A,SS2,Islam,Hausa,Katsina,Amina Garba,Health and safety adviser,75041,86,28.32283767,Yes
25095,Kabir,Ishaq,Male,1992-05-14,2018-04-28,B,SS3,Islam,Hausa,Katsina,Umar Ishaq,Counselling psychologist,89901,26,56.18597334,No
71385,Aisha,Saadatu,Female,2011-04-15,2017-04-21,C,SS2,Islam,Hausa,Kano,Fatimah Saadatu,Operational investment banker,470684,74,58.54791077,No
19869,Auwal,Yakubu,Female,2003-05-16,2019-10-01,D,SS1,Islam,Hausa,Bauchi,Fatimah Yakubu,Community pharmacist,471152,38,56.58232471,No
28449,Kabir,Yusuf,Female,2001-11-13,2019-01-17,B,SS2,Islam,Hausa,Katsina,Fatimah Yusuf,Textile designer,193463,41,90.84287798,Yes
39571,Fatima,Aliyu,Male,1988-06-15,2017-07-06,B,SS2,Islam,Hausa,Kaduna,Fatimah Aliyu,Designer blown glass/stained glass,330629,76,96.48458211,No
98647,Fatima,Saidiya,Female,1985-05-05,2017-11-04,B,SS3,Islam,Hausa,Kano,Umar Saidiya,Engineer land,476993,91,15.90309911,No
98395,Abdulsalam,Hadiza,Male,2001-01-26,2016-04-17,C,SS3,Islam,Hausa,Kaduna,Umar Hadiza,Producer radio,336547,49,24.34006263,Yes
62089,Saidu,Bello,Male,1988-04-10,2020-07-11,D,SS1,Islam,Hausa,Katsina,Fatimah Bello,Curator,268499,30,23.52003766,No
83048,Khadija,Abdullahi,Female,1998-04-16,2017-11-02,D,SS3,Islam,Hausa,Sokoto,Umar Abdullahi,Health and safety adviser,58568,4,24.90439619,No
57942,Abubakar,Danjuma,Female,1993-01-22,2019-10-05,C,SS2,Islam,Hausa,Sokoto,Fatimah Danjuma,Land,313062,2,95.12822626,Yes
21836,Hadiza,Muhammad,Female,2010-11-18,2016-05-28,A,SS1,Islam,Hausa,Kano,Abdullahi Muhammad,Administrator arts,434172,52,59.52410084,No
61717,Abdulsalam,Yau,Male,1991-12-17,2020-06-12,B,SS1,Islam,Hausa,Katsina,Fatimah Yau,Commercial/residential surveyor,466614,64,68.61537902,Yes
11824,Saad,Garba,Male,2001-06-05,2016-11-15,D,SS1,Islam,Hausa,Sokoto,Amina Garba,Scientist research (life sciences),452013,60,79.33547941,Yes
44663,Latifa,Salisu,Female,1995-06-29,2019-04-28,C,SS1,Islam,Hausa,Kano,Amina Salisu,Insurance risk surveyor,385554,50,84.96312206,No
80329,Saidiya,Umar,Female,1998-06-14,2018-08-15,C,SS3,Islam,Hausa,Kaduna,Umar Umar,Scientist research (physical sciences),463135,99,85.82025764,Yes
26199,Auwal,Usman,Female,1983-01-09,2019-10-11,B,SS1,Islam,Hausa,Kano,Abdullahi Usman,Civil engineer contracting,210539,22,39.36240813,No
69609,Saidu,Salisu,Male,2009-05-26,2016-06-11,C,SS1,Islam,Hausa,Kano,Abdullahi Salisu,Therapist sports,453125,44,95.18737542,No
58311,Sadiq,Zainab,Male,2004-09-16,2016-01-15,B,SS2,Islam,Hausa,Kaduna,Abdullahi Zainab,Public affairs consultant,364701,43,69.44620331,No
98188,Sadiq,Bello,Female,2000-03-19,2016-05-31,D,SS3,Islam,Hausa,Bauchi,Umar Bello,Exhibition designer,397767,3,11.73164987,Yes
98125,Fatima,Abdullahi,Female,1995-11-24,2019-03-18,B,SS3,Islam,Hausa,Bauchi,Amina Abdullahi,Primary school teacher,76841,29,23.25746481,No
44362,Mariya,Ibrahim,Male,2007-12-18,2017-09-18,A,SS1,Islam,Hausa,Kaduna,Umar Ibrahim,Hydrogeologist,310380,22,55.68781204,Yes
86619,Khadija,Musa,Female,1989-04-24,2018-02-14,B,SS1,Islam,Hausa,Katsina,Abdullahi Musa,Company secretary,354179,83,62.15082621,No
59941,Sadiq,Halima,Female,1983-08-21,2019-03-09,B,SS1,Islam,Hausa,Katsina,Amina Halima,Special educational needs teacher,161890,46,40.4991157,No
93695,Hadiza,Aliyu,Male,2004-02-01,2018-01-11,A,SS1,Islam,Hausa,Sokoto,Umar Aliyu,Travel agency manager,330016,3,60.84522088,Yes
58689,Aisha,Garba,Male,1995-05-22,2017-09-13,B,SS3,Islam,Hausa,Kaduna,Fatimah Garba,Programme researcher broadcasting/film/video,396705,11,67.74273424,No
24201,Saiduwa,Ibrahim,Female,2009-05-27,2016-10-10,C,SS2,Islam,Hausa,Sokoto,Amina Ibrahim,Designer exhibition/display,339595,65,52.02340086,No
98452,Aminu,Fatima,Female,2004-02-07,2016-02-19,D,SS2,Islam,Hausa,Kano,Abdullahi Fatima,Building services engineer,200762,29,34.80490743,No
40647,Saeedah,Bello,Male,1991-02-15,2019-08-03,D,SS1,Islam,Hausa,Kaduna,Abdullahi Bello,Licensed conveyancer,458774,50,16.77357717,Yes
71797,Halima,Adamu,Male,1993-11-29,2016-03-27,D,SS3,Islam,Hausa,Katsina,Abdullahi Adamu,Glass blower/designer,110750,42,58.58532086,No
13280,Saad,Asmau,Male,2007-07-14,2016-02-15,D,SS1,Islam,Hausa,Bauchi,Amina Asmau,Architect,498388,34,48.06841146,Yes
91205,Mariya,Kabiru,Male,1985-02-26,2018-11-13,A,SS2,Islam,Hausa,Kano,Fatimah Kabiru,Museum/gallery curator,173120,18,63.31026853,No
83584,Saidah,Danjuma,Male,2005-05-25,2017-08-19,B,SS3,Islam,Hausa,Bauchi,Umar Danjuma,Freight forwarder,253961,52,20.1099946,Yes
52992,Latifa,Usman,Female,2001-05-03,2016-07-15,B,SS3,Islam,Hausa,Kaduna,Abdullahi Usman,Clinical scientist histocompatibility and immunogenetics,343996,25,63.9856717,Yes
89964,Saidun,Bello,Male,2010-11-13,2017-11-16,C,SS1,Islam,Hausa,Kaduna,Fatimah Bello,Psychologist prison and probation services,430486,38,90.49116295,Yes
39015,Aminu,Garba,Male,1996-03-08,2016-10-27,B,SS3,Islam,Hausa,Kaduna,Amina Garba,Physiological scientist,222274,15,87.27216057,No
94889,Aisha,Mariya,Female,1989-06-17,2017-06-05,A,SS3,Islam,Hausa,Kano,Fatimah Mariya,Textile designer,142923,60,25.43414535,Yes
18285,Saeed,Yusuf,Male,2000-10-30,2017-06-02,C,SS1,Islam,Hausa,Kaduna,Abdullahi Yusuf,Dispensing optician,335770,70,52.50230712,Yes
93283,Salma,Amina,Female,2006-03-31,2016-05-16,C,SS2,Islam,Hausa,Kano,Amina Amina,Radiographer therapeutic,393986,34,45.2721812,Yes
70852,Latifa,Abdullahi,Male,1999-12-06,2019-07-15,B,SS1,Islam,Hausa,Kaduna,Fatimah Abdullahi,Horticulturist amenity,154992,25,11.40003905,No
49608,Jamila,Aliyu,Male,2009-01-20,2020-05-11,A,SS2,Islam,Hausa,Kaduna,Amina Aliyu,Equality and diversity officer,57450,76,12.97842516,Yes
95097,Aisha,Lawal,Male,2001-10-06,2016-11-30,D,SS3,Islam,Hausa,Kano,Amina Lawal,Scientist research (medical),409181,9,22.01219921,Yes
63516,Auwal,Halima,Male,1988-03-30,2018-10-13,A,SS2,Islam,Hausa,Kaduna,Umar Halima,Civil engineer contracting,275181,82,11.50687726,Yes
25292,Halima,Saidiya,Female,2003-11-10,2018-09-29,A,SS1,Islam,Hausa,Sokoto,Amina Saidiya,Chartered management accountant,91773,25,66.24103949,Yes
28320,Aisha,Kabiru,Male,1992-08-19,2020-10-12,A,SS2,Islam,Hausa,Sokoto,Umar Kabiru,Toxicologist,222372,86,51.06605303,No
15943,Ibrahim,Ishaq,Female,1993-12-23,2017-08-11,C,SS1,Islam,Hausa,Bauchi,Fatimah Ishaq,Tour manager,389132,75,67.2042366,Yes
14877,Muhammad,Saadatu,Female,1996-12-10,2017-10-05,C,SS3,Islam,Hausa,Kaduna,Fatimah Saadatu,Medical laboratory scientific officer,178763,91,82.40181957,Yes
49893,Fatima,Saadatu,Male,2004-10-21,2020-08-10,A,SS2,Islam,Hausa,Kano,Amina Saadatu,Financial controller,301587,21,99.48388594,No
74569,Kabir,Saidiya,Female,1993-12-15,2019-05-12,D,SS2,Islam,Hausa,Kaduna,Fatimah Saidiya,Research officer trade union,60847,30,47.91513076,No
25220,Suleiman,Mariya,Female,1986-10-04,2019-08-22,C,SS1,Islam,Hausa,Sokoto,Abdullahi Mariya,Podiatrist,102145,30,70.52660518,Yes
22739,Aisha,Musa,Female,1986-04-11,2017-01-10,A,SS1,Islam,Hausa,Sokoto,Abdullahi Musa,Pharmacist community,118093,41,89.41268417,No
40775,Fatima,Sani,Male,2000-10-20,2017-12-23,D,SS2,Islam,Hausa,Kaduna,Fatimah Sani,Barista,442906,44,35.25499295,No
80457,Saeedah,Halima,Male,2005-06-02,2017-10-26,B,SS1,Islam,Hausa,Kano,Abdullahi Halima,Civil Service fast streamer,433263,14,29.65078279,Yes
27781,Aisha,Hadiza,Female,1985-04-08,2016-11-24,B,SS1,Islam,Hausa,Sokoto,Amina Hadiza,Health service manager,185367,10,82.27617579,No
60940,Said,Kabiru,Female,1984-06-28,2019-01-12,A,SS2,Islam,Hausa,Katsina,Abdullahi Kabiru,Health and safety adviser,138616,3,44.33366721,No
69459,Aisha,Halima,Male,2011-06-02,2018-10-01,A,SS2,Islam,Hausa,Kano,Abdullahi Halima,Food technologist,394696,96,68.58646636,Yes
58629,Bilal,Malam,Female,1987-06-01,2017-06-23,C,SS3,Islam,Hausa,Bauchi,Umar Malam,Rural practice surveyor,203258,6,67.77325215,No
97881,Saidu,Musa,Female,1989-01-29,2016-02-16,D,SS2,Islam,Hausa,Katsina,Amina Musa,Land/geomatics surveyor,402222,75,40.06070934,No
80804,Fatima,Hadiza,Female,1984-01-24,2019-06-03,A,SS2,Islam,Hausa,Bauchi,Amina Hadiza,Personnel officer,184790,7,56.97286041,No
64935,Sadiq,Yusuf,Female,1989-11-16,2018-09-09,B,SS1,Islam,Hausa,Katsina,Abdullahi Yusuf,Food technologist,267881,84,83.91882314,No
86983,Ali,Kabiru,Female,1986-08-23,2016-02-07,A,SS2,Islam,Hausa,Kano,Umar Kabiru,Marketing executive,134862,55,53.60976741,Yes
30253,Kabir,Hadiza,Female,1999-07-07,2019-04-24,C,SS2,Islam,Hausa,Kaduna,Abdullahi Hadiza,Charity officer,273582,88,10.52827118,No
64379,Aminu,Saidiya,Male,1989-07-09,2017-10-23,C,SS3,Islam,Hausa,Kaduna,Abdullahi Saidiya,Administrator Civil Service,157003,7,26.07784346,Yes
95841,Saad,Saadatu,Male,1986-05-12,2019-11-26,D,SS2,Islam,Hausa,Sokoto,Fatimah Saadatu,Chiropractor,432290,47,76.22062301,Yes
22978,Ali,Saidatu,Male,1984-01-31,2017-11-14,B,SS2,Islam,Hausa,Sokoto,Abdullahi Saidatu,Radiographer diagnostic,135934,33,36.57115864,Yes
74139,Fatima,Lawal,Female,2002-06-06,2016-07-24,D,SS3,Islam,Hausa,Katsina,Abdullahi Lawal,Financial manager,239493,2,69.573155,Yes
90694,Fatima,Ahmed,Male,2004-11-01,2018-05-15,B,SS3,Islam,Hausa,Katsina,Amina Ahmed,Textile designer,101172,83,69.19747154,No
63492,Saeed,Yakubu,Female,2011-06-16,2019-02-20,B,SS2,Islam,Hausa,Katsina,Umar Yakubu,Research officer trade union,451128,99,36.8430933,Yes
46666,Saidun,Sadiq,Female,1996-03-22,2016-05-16,A,SS3,Islam,Hausa,Kano,Fatimah Sadiq,Environmental consultant,201403,71,69.18664999,No
14288,Saad,Ibrahim,Male,2005-05-21,2016-07-28,B,SS3,Islam,Hausa,Bauchi,Umar Ibrahim,Therapist art,212263,73,43.65414939,No
58566,Kabiru,Fatima,Male,1999-09-02,2017-11-10,B,SS1,Islam,Hausa,Sokoto,Fatimah Fatima,Politicians assistant,334331,54,46.70396681,No
38477,Saidun,Aliyu,Female,2000-11-21,2019-07-01,C,SS1,Islam,Hausa,Kaduna,Amina Aliyu,Geographical information systems officer,412575,67,11.67106221,Yes
68115,Saidah,Yau,Male,2004-03-25,2018-07-25,D,SS3,Islam,Hausa,Bauchi,Fatimah Yau,Civil Service administrator,337666,34,18.10222987,No
68287,Saidu,Kabiru,Male,2006-11-11,2020-04-01,D,SS2,Islam,Hausa,Kaduna,Abdullahi Kabiru,Ranger/warden,385031,33,93.34302019,Yes
40947,Muhammad,Lawal,Female,2003-02-01,2016-11-12,C,SS1,Islam,Hausa,Katsina,Fatimah Lawal,Surveyor mining,85960,3,96.11419745,Yes
57537,Suleiman,Saadatu,Female,1991-09-16,2020-07-23,A,SS3,Islam,Hausa,Kaduna,Fatimah Saadatu,Training and development officer,89964,21,51.26764136,No
23022,Saidun,Fatima,Male,1984-09-02,2020-11-03,D,SS3,Islam,Hausa,Kano,Amina Fatima,Systems developer,131562,16,32.37796151,Yes
99873,Abubakar,Danjuma,Female,1995-06-19,2017-06-16,C,SS1,Islam,Hausa,Sokoto,Umar Danjuma,Mining engineer,113669,13,26.43756494,No
58147,Saeedah,Umar,Male,1990-07-06,2018-02-21,A,SS3,Islam,Hausa,Kaduna,Umar Umar,Training and development officer,497233,51,91.85254152,Yes
81364,Saeed,Fatima,Male,2003-08-14,2016-10-21,C,SS2,Islam,Hausa,Bauchi,Amina Fatima,Scientist physiological,51744,52,61.2888591,No
94518,Suleiman,Zainab,Female,2007-06-05,2018-10-04,D,SS2,Islam,Hausa,Bauchi,Abdullahi Zainab,Museum/gallery exhibitions officer,175593,58,46.45621467,No
57012,Khadija,Yakubu,Female,1985-05-30,2019-04-22,D,SS3,Islam,Hausa,Bauchi,Amina Yakubu,Archivist,84593,30,83.47261558,Yes
17936,Said,Asmau,Male,1983-06-12,2017-02-17,B,SS3,Islam,Hausa,Kano,Umar Asmau,Town planner,458244,19,73.37943632,Yes
62184,Suleiman,Ibrahim,Female,1990-02-07,2018-10-28,C,SS2,Islam,Hausa,Sokoto,Abdullahi Ibrahim,Clinical cytogeneticist,453879,80,32.49330293,No
46160,Said,Ishaq,Male,2005-04-24,2017-06-28,B,SS1,Islam,Hausa,Kano,Abdullahi Ishaq,Therapeutic radiographer,466508,2,43.90502742,No
34878,Saiduwa,Adamu,Female,1999-09-20,2018-09-14,C,SS2,Islam,Hausa,Katsina,Abdullahi Adamu,Chief Technology Officer,447645,38,78.4940558,Yes
26011,Latifa,Amina,Female,2011-04-24,2020-02-06,D,SS3,Islam,Hausa,Kano,Fatimah Amina,Teaching laboratory technician,191584,88,10.06922455,Yes
69600,Said,Bello,Male,1985-09-20,2016-07-28,C,SS3,Islam,Hausa,Katsina,Umar Bello,Chief of Staff,143832,44,92.64617263,Yes
22015,Kabiru,Amina,Female,1998-12-04,2018-11-07,C,SS3,Islam,Hausa,Sokoto,Umar Amina,Commercial/residential surveyor,109438,60,36.4279578,Yes
96870,Saidu,Fatima,Male,2010-04-03,2016-02-24,A,SS3,Islam,Hausa,Katsina,Fatimah Fatima,Field trials officer,451028,44,43.7889365,Yes
37801,Halima,Salisu,Female,2004-09-27,2020-12-22,A,SS2,Islam,Hausa,Kano,Abdullahi Salisu,Media planner,286606,98,21.96618524,Yes
94109,Ibrahim,Saidatu,Male,1985-01-24,2019-10-26,A,SS1,Islam,Hausa,Bauchi,Umar Saidatu,Telecommunications researcher,226962,74,78.83696042,Yes
93819,Salma,Asmau,Male,1995-04-13,2019-04-02,B,SS3,Islam,Hausa,Katsina,Fatimah Asmau,Trade mark attorney,113669,73,72.07352122,No
88269,Latifa,Hadiza,Female,2001-12-26,2020-05-06,C,SS1,Islam,Hausa,Bauchi,Abdullahi Hadiza,Pharmacist community,312386,71,13.78257745,Yes
12799,Aminat,Adamu,Male,2008-04-18,2017-12-23,D,SS2,Islam,Hausa,Bauchi,Umar Adamu,Nurse mental health,451604,59,41.93738274,No
16629,Saidiya,Mariya,Female,1997-02-25,2020-04-13,C,SS1,Islam,Hausa,Sokoto,Fatimah Mariya,Archaeologist,487880,43,72.85610831,Yes
53713,Kabiru,Yusuf,Male,2010-12-20,2020-12-30,C,SS2,Islam,Hausa,Kano,Amina Yusuf,Loss adjuster chartered,458702,74,48.24228453,No
41925,Muhammad,Saidiya,Male,1995-07-23,2016-02-11,A,SS2,Islam,Hausa,Kaduna,Amina Saidiya,Printmaker,330280,25,55.11089443,Yes
26505,Saeedah,Kabiru,Male,2010-01-09,2017-12-23,B,SS1,Islam,Hausa,Kaduna,Amina Kabiru,Psychiatrist,293949,13,17.12432715,Yes
84000,Saeedah,Zainab,Female,2007-02-08,2016-03-06,D,SS1,Islam,Hausa,Bauchi,Abdullahi Zainab,Teacher secondary school,317795,23,57.95096221,No
36896,Latifa,Yakubu,Female,1984-12-25,2017-01-20,D,SS3,Islam,Hausa,Kano,Umar Yakubu,Scientist research (medical),114014,77,49.56538842,Yes
18992,Saidah,Adamu,Male,2011-01-09,2018-08-17,A,SS3,Islam,Hausa,Sokoto,Amina Adamu,Applications developer,302309,96,43.0495061,No
82641,Saidun,Abdullahi,Female,2003-12-28,2018-01-04,D,SS3,Islam,Hausa,Kano,Amina Abdullahi,Oceanographer,400223,77,94.74673759,No
37152,Aminu,Abdullahi,Female,1992-01-17,2019-08-24,C,SS1,Islam,Hausa,Katsina,Abdullahi Abdullahi,Podiatrist,372104,100,71.17027038,No
86858,Musa,Zainab,Male,2000-12-31,2018-01-26,C,SS2,Islam,Hausa,Kaduna,Fatimah Zainab,Agricultural engineer,195909,56,97.38075668,No
38305,Aisha,Abdullahi,Male,1984-05-20,2016-09-03,A,SS1,Islam,Hausa,Kano,Amina Abdullahi,Engineer technical sales,461826,41,88.63335636,No
40539,Saeed,Halima,Male,2007-12-26,2016-07-05,B,SS2,Islam,Hausa,Bauchi,Umar Halima,Tax adviser,93656,23,84.43621444,No
53064,Auwal,Garba,Female,1985-05-24,2017-03-03,C,SS3,Islam,Hausa,Kaduna,Amina Garba,Education officer community,236782,52,34.47795403,No
29340,Saeedah,Ishaq,Male,2011-05-24,2019-03-09,B,SS2,Islam,Hausa,Bauchi,Amina Ishaq,Aeronautical engineer,463663,7,88.94629874,No
88116,Saidah,Aliyu,Male,1993-05-04,2020-03-29,B,SS2,Islam,Hausa,Bauchi,Abdullahi Aliyu,Land/geomatics surveyor,98250,31,55.90187169,No
10371,Said,Ibrahim,Female,1985-08-26,2018-07-10,D,SS3,Islam,Hausa,Sokoto,Umar Ibrahim,Child psychotherapist,235199,32,23.21831771,Yes
46342,Jamila,Asmau,Male,1990-05-07,2017-09-19,C,SS2,Islam,Hausa,Bauchi,Umar Asmau,Horticulturist commercial,142483,55,41.70503548,Yes
28964,Halima,Hadiza,Female,2000-09-03,2017-04-16,D,SS3,Islam,Hausa,Sokoto,Abdullahi Hadiza,Passenger transport manager,253361,87,74.5164653,No
27038,Bilal,Aliyu,Male,1986-04-21,2019-03-13,A,SS3,Islam,Hausa,Katsina,Abdullahi Aliyu,Air cabin crew,472891,24,50.65924972,No
